Stage,ChangeList 1,ChangeList 2,ChangeList 3,Changelist Avg, ,Hashlite 1,Hashlite 2,Hashlite 3,Hashlite Avg, ,,
1366,0.001,0.001,0.001,0.001, ,0.002,0.001,0.002,0.001666667, ,,
1367,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1368,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1369,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
1370,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1371,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1372,0.001,0.002,0.002,0.001666667, ,0.001,0.002,0.002,0.001666667, ,,
1373,0.001,0.001,0.001,0.001, ,0.002,0.001,0.002,0.001666667, ,,
1374,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1375,0.001,0.002,0.002,0.001666667, ,0.002,0.001,0.002,0.001666667, ,,
1376,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1377,0.002,0.001,0.001,0.001333333, ,0.002,0.001,0.002,0.001666667, ,,
1378,0.001,0.001,0.002,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1379,0.001,0.002,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1380,0.002,0.001,0.001,0.001333333, ,0.002,0.001,0.002,0.001666667, ,,
1381,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1382,0.001,0.001,0.001,0.001, ,0.001,0.002,0.003,0.002, ,,
1383,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1384,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1385,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1386,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1387,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1388,0.001,0.001,0.002,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1389,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.003,0.002333333, ,,
1390,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1391,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1392,0.001,0.001,0.001,0.001, ,0.002,0.002,0.003,0.002333333, ,,
1393,0.002,0.002,0.002,0.002, ,0.002,0.002,0.003,0.002333333, ,,
1394,0.007,0.001,0.001,0.003, ,0.002,0.002,0.002,0.002, ,,
1395,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1396,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.003,0.002333333, ,,
1397,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1398,0.002,0.002,0.001,0.001666667, ,0.002,0.003,0.003,0.002666667, ,,
1399,0.001,0.001,0.002,0.001333333, ,0.001,0.002,0.087,0.03, ,,
1400,0.001,0.001,0.001,0.001, ,0.002,0.001,0.002,0.001666667, ,,
1401,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1402,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1403,0.001,0.002,0.001,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1404,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1405,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.039,0.014333333, ,,
1406,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1407,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1408,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1409,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1410,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1411,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1412,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1413,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1414,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1415,0.001,0.001,0.007,0.003, ,0.002,0.003,0.002,0.002333333, ,,
1416,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1417,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1418,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1419,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1420,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1421,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1422,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1423,0.002,0.002,0.002,0.002, ,0.002,0.002,0.001,0.001666667, ,,
1424,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1425,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1426,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1427,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1428,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1429,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1430,0.001,0.002,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1431,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1432,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1433,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1434,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1435,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1436,0.001,0.001,0.001,0.001, ,0.002,0.001,0.001,0.001333333, ,,
1437,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1438,0.002,0.002,0.002,0.002, ,0.002,0.002,0.001,0.001666667, ,,
1439,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1440,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1441,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1442,0.001,0.002,0.001,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1443,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1444,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1445,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1446,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1447,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1448,0.002,0.002,0.002,0.002, ,0.002,0.002,0.002,0.002, ,,
1449,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1450,0.001,0.001,0.001,0.001, ,0.002,0.001,0.001,0.001333333, ,,
1451,0.002,0.002,0.001,0.001666667, ,0.001,0.002,0.002,0.001666667, ,,
1452,0.001,0.001,0.002,0.001333333, ,0.002,0.001,0.001,0.001333333, ,,
1453,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1454,0.002,0.008,0.001,0.003666667, ,0.001,0.001,0.001,0.001, ,,
1455,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1456,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1457,0.002,0.001,0.001,0.001333333, ,0.003,0.003,0.002,0.002666667, ,,
1458,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1459,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1460,0.002,0.001,0.001,0.001333333, ,0.002,0.001,0.001,0.001333333, ,,
1461,0.001,0.002,0.002,0.001666667, ,0.002,0.003,0.002,0.002333333, ,,
1462,0.001,0.001,0.001,0.001, ,0.002,0.001,0.001,0.001333333, ,,
1463,0.002,0.002,0.002,0.002, ,0.002,0.002,0.002,0.002, ,,
1464,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1465,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1466,0.002,0.002,0.002,0.002, ,0.002,0.001,0.001,0.001333333, ,,
1467,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1468,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1469,0.002,0.002,0.002,0.002, ,0.002,0.001,0.001,0.001333333, ,,
1470,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1471,0.001,0.001,0.001,0.001, ,0.002,0.001,0.001,0.001333333, ,,
1472,0.002,0.002,0.002,0.002, ,0.001,0.002,0.002,0.001666667, ,,
1473,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1474,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1475,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1476,0.001,0.001,0.001,0.001, ,0.003,0.002,0.001,0.002, ,,
1477,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1478,0.001,0.001,0.002,0.001333333, ,0.002,0.003,0.002,0.002333333, ,,
1479,0.001,0.002,0.001,0.001333333, ,0.002,0.006,0.001,0.003, ,,
1480,0.002,0.001,0.001,0.001333333, ,0.002,0.003,0.002,0.002333333, ,,
1481,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1482,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1483,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1484,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1485,0.001,0.002,0.001,0.001333333, ,0.002,0.003,0.001,0.002, ,,
1486,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1487,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1488,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1489,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1490,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1491,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1492,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1493,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1494,0.001,0.002,0.001,0.001333333, ,0.002,0.001,0.002,0.001666667, ,,
1495,0.008,0.001,0.001,0.003333333, ,0.001,0.002,0.001,0.001333333, ,,
1496,0.001,0.001,0.002,0.001333333, ,0.002,0.001,0.001,0.001333333, ,,
1497,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
1498,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1499,0.001,0.001,0.001,0.001, ,0.002,0.001,0.001,0.001333333, ,,
1500,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
1501,0.001,0.001,0.001,0.001, ,0.002,0.001,0.001,0.001333333, ,,
1502,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.001,0.001, ,,
1503,0.001,0.001,0.001,0.001, ,0.001,0.002,0,0.001, ,,
1504,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
1505,0.002,0.001,0.001,0.001333333, ,0.002,0.001,0.001,0.001333333, ,,
1506,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
1507,0.001,0.002,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1508,0.001,0.001,0.002,0.001333333, ,0.002,0.001,0.001,0.001333333, ,,
1509,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1510,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1511,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
1512,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1513,0.001,0.001,0.001,0.001, ,0.001,0.001,0.002,0.001333333, ,,
1514,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1515,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1516,0.002,0.001,0.007,0.003333333, ,0.002,0.002,0.001,0.001666667, ,,
1517,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1518,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1519,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1520,0.001,0.002,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1521,0.001,0.001,0.002,0.001333333, ,0.002,0.001,0.002,0.001666667, ,,
1522,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1523,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1524,0.001,0.001,0.002,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1525,0.001,0.001,0.001,0.001, ,0.002,0.001,0.002,0.001666667, ,,
1526,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1527,0.001,0.002,0.002,0.001666667, ,0.001,0.002,0.001,0.001333333, ,,
1528,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1529,0.001,0.001,0.001,0.001, ,0.001,0.001,0.002,0.001333333, ,,
1530,0.002,0.002,0.002,0.002, ,0.002,0.002,0.001,0.001666667, ,,
1531,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1532,0.001,0.001,0.001,0.001, ,0.002,0.001,0.001,0.001333333, ,,
1533,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
1534,0.001,0.001,0.002,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1535,0.001,0.001,0.001,0.001, ,0.001,0.001,0.002,0.001333333, ,,
1536,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1537,0.002,0.002,0.002,0.002, ,0.001,0.002,0.002,0.001666667, ,,
1538,0.002,0.001,0.001,0.001333333, ,0.002,0.001,0.001,0.001333333, ,,
1539,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1540,0.002,0.002,0.001,0.001666667, ,0.001,0.002,0.002,0.001666667, ,,
1541,0.001,0.001,0.002,0.001333333, ,0.002,0.001,0.001,0.001333333, ,,
1542,0.001,0.002,0.001,0.001333333, ,0.002,0.003,0.002,0.002333333, ,,
1543,0.001,0.001,0.001,0.001, ,0.001,0.001,0.001,0.001, ,,
1544,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1545,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1546,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1547,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1548,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1549,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1550,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
1551,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1552,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1553,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1554,0.002,0.002,0.001,0.001666667, ,0.001,0.002,0.001,0.001333333, ,,
1555,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1556,0.001,0.006,0.002,0.003, ,0.002,0.003,0.001,0.002, ,,
1557,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1558,0.001,0.002,0.001,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1559,0.001,0.001,0.002,0.001333333, ,0.003,0.002,0.001,0.002, ,,
1560,0.002,0.001,0.001,0.001333333, ,0.002,0.003,0.002,0.002333333, ,,
1561,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1562,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1563,0.002,0.002,0.002,0.002, ,0.002,0.003,0.002,0.002333333, ,,
1564,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1565,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1566,0.002,0.002,0.002,0.002, ,0.001,0.002,0.002,0.001666667, ,,
1567,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1568,0.001,0.001,0.001,0.001, ,0.002,0.003,0.002,0.002333333, ,,
1569,0.002,0.002,0.002,0.002, ,0.002,0.002,0.003,0.002333333, ,,
1570,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1571,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1572,0.002,0.002,0.002,0.002, ,0.002,0.002,0.003,0.002333333, ,,
1573,0.001,0.001,0.001,0.001, ,0.002,0.003,0.002,0.002333333, ,,
1574,0.002,0.001,0.002,0.001666667, ,0.003,0.002,0.002,0.002333333, ,,
1575,0.001,0.002,0.001,0.001333333, ,0.002,0.003,0.002,0.002333333, ,,
1576,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.003,0.002333333, ,,
1577,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1578,0.001,0.001,0.001,0.001, ,0.003,0.003,0.002,0.002666667, ,,
1579,0.002,0.002,0.002,0.002, ,0.002,0.002,0.003,0.002333333, ,,
1580,0.001,0.001,0.002,0.001333333, ,0.002,0.003,0.002,0.002333333, ,,
1581,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.003,0.002333333, ,,
1582,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1583,0.002,0.001,0.001,0.001333333, ,0.002,0.003,0.003,0.002666667, ,,
1584,0.001,0.001,0.001,0.001, ,0.003,0.003,0.003,0.003, ,,
1585,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1586,0.002,0.001,0.001,0.001333333, ,0.002,0.003,0.003,0.002666667, ,,
1587,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.003,0.002333333, ,,
1588,0.001,0.001,0.001,0.001, ,0.002,0.002,0.003,0.002333333, ,,
1589,0.002,0.001,0.001,0.001333333, ,0.002,0.003,0.003,0.002666667, ,,
1590,0.001,0.001,0.002,0.001333333, ,0.003,0.002,0.002,0.002333333, ,,
1591,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.003,0.002333333, ,,
1592,0.002,0.001,0.001,0.001333333, ,0.002,0.003,0.003,0.002666667, ,,
1593,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1594,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1595,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1596,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.003,0.002333333, ,,
1597,0.007,0.001,0.002,0.003333333, ,0.002,0.002,0.002,0.002, ,,
1598,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1599,0.001,0.001,0.001,0.001, ,0.002,0.002,0.003,0.002333333, ,,
1600,0.002,0.002,0.002,0.002, ,0.002,0.002,0.003,0.002333333, ,,
1601,0.001,0.001,0.001,0.001, ,0.003,0.003,0.002,0.002666667, ,,
1602,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.003,0.002333333, ,,
1603,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1604,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1605,0.001,0.001,0.001,0.001, ,0.003,0.003,0.003,0.003, ,,
1606,0.002,0.002,0.002,0.002, ,0.002,0.002,0.002,0.002, ,,
1607,0.001,0.001,0.001,0.001, ,0.002,0.003,0.002,0.002333333, ,,
1608,0.001,0.001,0.001,0.001, ,0.002,0.002,0.003,0.002333333, ,,
1609,0.002,0.002,0.002,0.002, ,0.002,0.002,0.002,0.002, ,,
1610,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1611,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1612,0.002,0.002,0.002,0.002, ,0.003,0.002,0.002,0.002333333, ,,
1613,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1614,0.001,0.001,0.002,0.001333333, ,0.002,0.003,0.003,0.002666667, ,,
1615,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1616,0.001,0.001,0.001,0.001, ,0.003,0.002,0.002,0.002333333, ,,
1617,0.001,0.001,0.008,0.003333333, ,0.002,0.003,0.003,0.002666667, ,,
1618,0.002,0.002,0.001,0.001666667, ,0.003,0.002,0.002,0.002333333, ,,
1619,0.001,0.001,0.001,0.001, ,0.003,0.002,0.002,0.002333333, ,,
1620,0.001,0.002,0.002,0.001666667, ,0.003,0.003,0.002,0.002666667, ,,
1621,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.003,0.002333333, ,,
1622,0.001,0.001,0.001,0.001, ,0.003,0.002,0.002,0.002333333, ,,
1623,0.002,0.002,0.002,0.002, ,0.002,0.002,0.002,0.002, ,,
1624,0.001,0.001,0.001,0.001, ,0.002,0.003,0.002,0.002333333, ,,
1625,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1626,0.001,0.002,0.002,0.001666667, ,0.003,0.002,0.003,0.002666667, ,,
1627,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.003,0.002333333, ,,
1628,0.001,0.001,0.002,0.001333333, ,0.002,0.003,0.003,0.002666667, ,,
1629,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1630,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1631,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1632,0.002,0.002,0.001,0.001666667, ,0.002,0.002,0.003,0.002333333, ,,
1633,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1634,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1635,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1636,0.001,0.001,0.001,0.001, ,0.002,0.002,0.003,0.002333333, ,,
1637,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1638,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1639,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1640,0.001,0.002,0.002,0.001666667, ,0.002,0.003,0.002,0.002333333, ,,
1641,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1642,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1643,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1644,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1645,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1646,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1647,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1648,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1649,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1650,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1651,0.001,0.001,0.001,0.001, ,0.001,0.002,0.002,0.001666667, ,,
1652,0.001,0.002,0.002,0.001666667, ,0.002,0.002,0.001,0.001666667, ,,
1653,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1654,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1655,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1656,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
1657,0.001,0.001,0.001,0.001, ,0.002,0.002,0.002,0.002, ,,
1658,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1659,0.002,0.005,0.002,0.003, ,0.002,0.002,0.001,0.001666667, ,,
1660,0.001,0.001,0.001,0.001, ,0.001,0.001,0.002,0.001333333, ,,
1661,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1662,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.002,0.001333333, ,,
1663,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1664,0.001,0.002,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1665,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1666,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1667,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1668,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1669,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1670,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1671,0.001,0.001,0.002,0.001333333, ,0.001,0.002,0.002,0.001666667, ,,
1672,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1673,0.001,0.002,0.001,0.001333333, ,0.002,0.001,0.002,0.001666667, ,,
1674,0.001,0.001,0.002,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1675,0.002,0.001,0.001,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1676,0.001,0.001,0.001,0.001, ,0.002,0.001,0.002,0.001666667, ,,
1677,0.001,0.002,0.002,0.001666667, ,0.001,0.002,0.001,0.001333333, ,,
1678,0.001,0.001,0.001,0.001, ,0.002,0.002,0.001,0.001666667, ,,
1679,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0.002,0.001333333, ,,
1680,0.001,0.002,0.001,0.001333333, ,0.002,0.002,0.001,0.001666667, ,,
1681,0.001,0.001,0.002,0.001333333, ,0.002,0.002,0.002,0.002, ,,
1682,0.002,0.001,0.001,0.001333333, ,0.001,0.002,0.001,0.001333333, ,,
1683,0.001,0.002,0.001,0.001333333, ,0.002,0.001,0.002,0.001666667, ,,
1684,0.001,0.001,0.001,0.001, ,0.001,0.002,0.001,0.001333333, ,,
1685,0.002,0.001,0.002,0.001666667, ,0.002,0.002,0.002,0.002, ,,
