Stage,ChangeList 1,ChangeList 2,ChangeList 3,Changelist Avg, ,Hashlite 1,Hashlite 2,Hashlite 3,Hashlite Avg, ,,
7655,0.001,0.002,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
7656,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7657,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7658,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7659,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7660,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7661,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7662,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
7663,0.001,0.001,0.003,0.001666667, ,0,0.001,0,0.000333333, ,,
7664,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7665,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7666,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7667,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7668,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7669,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7670,0.001,0.001,0.002,0.001333333, ,0.001,0.001,0.001,0.001, ,,
7671,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
7672,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7673,0.002,0.002,0.004,0.002666667, ,0,0,0.001,0.000333333, ,,
7674,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7675,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7676,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7677,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7678,0.001,0.005,0.002,0.002666667, ,0,0.001,0,0.000333333, ,,
7679,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7680,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7681,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7682,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7683,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7684,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7685,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7686,0.002,0.002,0.002,0.002, ,0.001,0.002,0.001,0.001333333, ,,
7687,0.001,0.001,0.001,0.001, ,0,0.001,0.002,0.001, ,,
7688,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7689,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7690,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7691,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7692,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7693,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7694,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7695,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7696,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
7697,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7698,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7699,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7700,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7701,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7702,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7703,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
7704,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7705,0.001,0.001,0.003,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7706,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7707,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7708,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7709,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7710,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7711,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7712,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
7713,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7714,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
7715,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7716,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7717,0.002,0.002,0.002,0.002, ,0,0.001,0.002,0.001, ,,
7718,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7719,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
7720,0.004,0.002,0.003,0.003, ,0.001,0.001,0.001,0.001, ,,
7721,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7722,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7723,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7724,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7725,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7726,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
7727,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7728,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
7729,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7730,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7731,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7732,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7733,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7734,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
7735,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7736,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7737,0.002,0.002,0.005,0.003, ,0.001,0.001,0,0.000666667, ,,
7738,0.002,0.001,0.001,0.001333333, ,0,0,0.001,0.000333333, ,,
7739,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7740,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
7741,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7742,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7743,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7744,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7745,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7746,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7747,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7748,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7749,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7750,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7751,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7752,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7753,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7754,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
7755,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7756,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7757,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7758,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7759,0.002,0.003,0.002,0.002333333, ,0,0,0,0, ,,
7760,0.001,0.002,0.002,0.001666667, ,0.001,0,0,0.000333333, ,,
7761,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7762,0.002,0.003,0.002,0.002333333, ,0,0,0,0, ,,
7763,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7764,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7765,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7766,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7767,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
7768,0.001,0.002,0.003,0.002, ,0.001,0.001,0,0.000666667, ,,
7769,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7770,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7771,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7772,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7773,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7774,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7775,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7776,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7777,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7778,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7779,0.002,0.004,0.002,0.002666667, ,0.001,0,0.001,0.000666667, ,,
7780,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7781,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7782,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7783,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7784,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7785,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7786,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7787,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7788,0.002,0.001,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
7789,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7790,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7791,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
7792,0.002,0.002,0.003,0.002333333, ,0.001,0.001,0.001,0.001, ,,
7793,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7794,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7795,0.001,0.002,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7796,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7797,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7798,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7799,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7800,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7801,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7802,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
7803,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7804,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7805,0.002,0.002,0.001,0.001666667, ,0,0,0,0, ,,
7806,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7807,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7808,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7809,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7810,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7811,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
7812,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7813,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7814,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7815,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7816,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7817,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7818,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7819,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7820,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7821,0.004,0.002,0.002,0.002666667, ,0,0,0,0, ,,
7822,0.002,0.001,0.001,0.001333333, ,0.001,0,0.001,0.000666667, ,,
7823,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7824,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7825,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7826,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7827,0.001,0.002,0.002,0.001666667, ,0,0,0,0, ,,
7828,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7829,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7830,0.002,0.002,0.001,0.001666667, ,0,0.001,0,0.000333333, ,,
7831,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7832,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7833,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7834,0.001,0.001,0.002,0.001333333, ,0.001,0,0.001,0.000666667, ,,
7835,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7836,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7837,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7838,0.002,0.002,0.004,0.002666667, ,0,0.001,0.001,0.000666667, ,,
7839,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7840,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7841,0.001,0.002,0.001,0.001333333, ,0,0.001,0.001,0.000666667, ,,
7842,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
7843,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7844,0.002,0.003,0.002,0.002333333, ,0,0.001,0.001,0.000666667, ,,
7845,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7846,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7847,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7848,0.001,0.002,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7849,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7850,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7851,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7852,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7853,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7854,0.002,0.001,0.001,0.001333333, ,0.001,0.001,0,0.000666667, ,,
7855,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7856,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
7857,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7858,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7859,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7860,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7861,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7862,0.001,0.001,0.002,0.001333333, ,0,0.001,0.001,0.000666667, ,,
7863,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7864,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7865,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7866,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7867,0.002,0.002,0.003,0.002333333, ,0,0,0,0, ,,
7868,0.001,0.001,0.001,0.001, ,0,0.001,0.001,0.000666667, ,,
7869,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7870,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7871,0.003,0.002,0.002,0.002333333, ,0,0,0.001,0.000333333, ,,
7872,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7873,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7874,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7875,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7876,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7877,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7878,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7879,0.002,0.002,0.001,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7880,0.003,0.004,0.002,0.003, ,0.001,0,0.001,0.000666667, ,,
7881,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7882,0.001,0.002,0.003,0.002, ,0,0,0.001,0.000333333, ,,
7883,0.003,0.002,0.002,0.002333333, ,0.001,0,0,0.000333333, ,,
7884,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7885,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7886,0.002,0.002,0.003,0.002333333, ,0,0.001,0,0.000333333, ,,
7887,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7888,0.002,0.001,0.003,0.002, ,0,0,0,0, ,,
7889,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7890,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7891,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7892,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7893,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7894,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7895,0.002,0.001,0.002,0.001666667, ,0,0.002,0.001,0.001, ,,
7896,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7897,0.002,0.002,0.003,0.002333333, ,0,0.001,0.001,0.000666667, ,,
7898,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7899,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7900,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7901,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7902,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7903,0.002,0.001,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
7904,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7905,0.002,0.002,0.003,0.002333333, ,0.001,0,0.001,0.000666667, ,,
7906,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7907,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7908,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7909,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7910,0.002,0.001,0.002,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7911,0.002,0.002,0.003,0.002333333, ,0,0.001,0.001,0.000666667, ,,
7912,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7913,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7914,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7915,0.003,0.002,0.002,0.002333333, ,0.001,0.001,0.001,0.001, ,,
7916,0.003,0.002,0.003,0.002666667, ,0,0.001,0.001,0.000666667, ,,
7917,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
7918,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7919,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7920,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7921,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7922,0.004,0.002,0.003,0.003, ,0,0.001,0.001,0.000666667, ,,
7923,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7924,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7925,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7926,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7927,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7928,0.002,0.002,0.002,0.002, ,0.001,0,0,0.000333333, ,,
7929,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7930,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7931,0.002,0.001,0.002,0.001666667, ,0,0.001,0.001,0.000666667, ,,
7932,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7933,0.001,0.002,0.002,0.001666667, ,0.001,0.001,0,0.000666667, ,,
7934,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7935,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7936,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7937,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7938,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7939,0.002,0.002,0.004,0.002666667, ,0,0.001,0,0.000333333, ,,
7940,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7941,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7942,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7943,0.002,0.002,0.002,0.002, ,0,0.002,0.001,0.001, ,,
7944,0.002,0.002,0.001,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7945,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7946,0.002,0.001,0.002,0.001666667, ,0,0,0,0, ,,
7947,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7948,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7949,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7950,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7951,0.003,0.002,0.002,0.002333333, ,0.001,0,0,0.000333333, ,,
7952,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7953,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7954,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7955,0.001,0.002,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
7956,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7957,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7958,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7959,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7960,0.002,0.003,0.001,0.002, ,0.001,0,0,0.000333333, ,,
7961,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7962,0.002,0.002,0.003,0.002333333, ,0,0,0.001,0.000333333, ,,
7963,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0,0.000666667, ,,
7964,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7965,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7966,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7967,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7968,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7969,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7970,0.002,0.001,0.002,0.001666667, ,0,0,0.001,0.000333333, ,,
7971,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7972,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7973,0.002,0.002,0.001,0.001666667, ,0.001,0.001,0.001,0.001, ,,
7974,0.002,0.002,0.002,0.002, ,0,0.002,0.001,0.001, ,,
7975,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7976,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7977,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7978,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7979,0.002,0.001,0.002,0.001666667, ,0,0.001,0,0.000333333, ,,
7980,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7981,0.001,0.005,0.002,0.002666667, ,0,0,0.001,0.000333333, ,,
7982,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7983,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
7984,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7985,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
7986,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7987,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7988,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7989,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7990,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7991,0.002,0.002,0.002,0.002, ,0.001,0.001,0.001,0.001, ,,
7992,0.002,0.002,0.002,0.002, ,0,0,0,0, ,,
7993,0.002,0.002,0.002,0.002, ,0,0.001,0.001,0.000666667, ,,
7994,0.002,0.001,0.002,0.001666667, ,0.001,0,0.001,0.000666667, ,,
7995,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
7996,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
7997,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
7998,0.002,0.002,0.001,0.001666667, ,0,0,0.001,0.000333333, ,,
7999,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
8000,0.002,0.002,0.002,0.002, ,0.001,0,0.001,0.000666667, ,,
8001,0.002,0.002,0.002,0.002, ,0,0.001,0,0.000333333, ,,
8002,0.002,0.002,0.002,0.002, ,0,0,0.001,0.000333333, ,,
8003,0.002,0.002,0.002,0.002, ,0.001,0.001,0,0.000666667, ,,
